_id,achievement,birthCountry,century,classification,image,intro,latitude,longitude,mactutorUrl,name,number,wikiUrl,year
64a483d0af31172b76211852,"Known for his invention of the Baudot code, a binary character encoding system used in early telegraphy and early versions of teleprinters. The Baudot code was a significant advancement in communication technology, as it allowed for the transmission of characters using a five-bit code, reducing the time and cost of telegraphy. Baudot's code laid the foundation for subsequent character encoding systems and played a crucial role in the development of modern digital communication. His contributions to telegraphy and information encoding have had a lasting impact on the field of telecommunications.",France,19,"“information systems”, “hardware”",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Emile_Baudot.jpg/220px-Emile_Baudot.jpg,"Émile Baudot was a French telegraph engineer and inventor of the Baudot code, which is used in telegraphy and early digital communications. The Baudot code was a binary 5-bit code, previously used in telegraphy and teletype machines, and is a predecessor to modern character encoding schemes like ASCII and Unicode.",48.5133,5.0052,,Emile Baudot,11,https://en.wikipedia.org/wiki/%C3%89mile_Baudot,1874
64a483d0af31172b76211853,Invented the world’s first single-motion calculator that could solve complex multiplications as a whole. At the time all previous calculators were only able to multiply several numbers by doing so one at a time. ,Spain,19,"“theory of computation”, “hardware”",https://history-computer.com/MechanicalCalculators/19thCentury/images/VereaPortrait.jpg,"Ramón Verea was a Galician journalist, engineer, and writer, known for inventing a calculator with an internal multiplication table in 1878.",42.6885,8.3931,,Ramón Verea,12,https://en.wikipedia.org/wiki/Ram%C3%B3n_Verea,1875
64a483d0af31172b76211854,"Extended Aristotelian logic with first-order predicate calculus independently of Charles Sanders Peirce, a crucial precursor in computability theory; also relevant to early work on artificial intelligence, logic programming",Germany,19,“theory of computation”,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Young_frege.jpg/220px-Young_frege.jpg,"Gottlob Frege was a German philosopher, logician, and mathematician. He is considered one of the founders of modern logic and made significant contributions to the philosophy of language. Among his most notable works is the development of predicate logic, also known as ""Fregean logic"".",53.888,11.4621,https://mathshistory.st-andrews.ac.uk/Biographies/Frege/,Gottlob Frege,13,https://en.wikipedia.org/wiki/Gottlob_Frege,1879
64a483d0af31172b76211855,"Proved the functional completeness of the NOR gate. Proposed the implementation of logic via electrical circuits, decades before Claude Shannon. Extended Aristotelian logic with first-order predicate calculus, independently of Gottlob Frege, a crucial precursor in computability theory. Also relevant to early work on artificial intelligence, logic programming.",U.S.A,19,"“theory of computation”, “Human-centered computing”",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Charles_Sanders_Peirce_theb3558.jpg/220px-Charles_Sanders_Peirce_theb3558.jpg,"Charles Sanders Peirce was an American philosopher, logician, mathematician, and scientist. He is known for being one of the founders of pragmatism, an influential philosophical tradition, and for his work in logic, where he developed a form of predicate logic that's been essential to the development of various fields, including computer science. He also contributed to the development of semiotics, the study of signs and symbols.",42.3736,-71.1097,https://mathshistory.st-andrews.ac.uk/Biographies/Peirce_Charles/,Charles Sanders Peirce ,14,https://en.wikipedia.org/wiki/Charles_Sanders_Peirce,1880
64a483d0af31172b76211856,"Widely regarded as the father of modern machine data processing, his invention of the punched card tabulating machine marked the beginning of the era of semiautomatic data processing systems",U.S.A,19,"“hardware”, “information systems”",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Hollerith.jpg/220px-Hollerith.jpg,Herman Hollerith was an American inventor and businessman known for developing a mechanical tabulator based on punched cards to rapidly tabulate statistics from millions of pieces of data. This development was critical in the processing of data for the 1890 U.S. Census. Hollerith's company eventually became part of what is now IBM.,42.8864,-78.8784,https://mathshistory.st-andrews.ac.uk/Biographies/Hollerith/,Herman Hollerith,15,https://en.wikipedia.org/wiki/Herman_Hollerith,1889
64a483d0af31172b76211857,"Known for his contributions to intuitionistic mathematics and the foundations of mathematics. Brouwer's work in constructive mathematics and the philosophy of mathematics had a significant impact on the field, challenging classical notions of mathematical truth and introducing the concept of intuitionistic logic. His foundational ideas continue to influence various branches of mathematics and computer science.",Netherlands,20,“theory of computation”,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Luitzen_Egbertus_Jan_Brouwer.jpeg/220px-Luitzen_Egbertus_Jan_Brouwer.jpeg,"Luitzen Egbertus Jan Brouwer, generally known as L.E.J. Brouwer, was a Dutch mathematician and philosopher who worked in the early 20th century. He is best known as the founder of the mathematical philosophy of intuitionism, which asserts that the truth of a mathematical statement is a subjective claim that requires construction or proof by the individual asserting it.",51.9368,4.4274,https://mathshistory.st-andrews.ac.uk/Biographies/Brouwer/,Luitzen Egbertus Jan Brouwer,16,https://en.wikipedia.org/wiki/L._E._J._Brouwer,1908
64a483d0af31172b76211858,"Charles Babbage in 1843 and Percy Ludgate in 1909 designed the first two Analytical Engines in history. Ludgate's engine used multiplication as its basis (using his own discrete Irish logarithms), had the first multiplier-accumulator (MAC), was first to exploit a MAC to perform division, stored numbers as displacements of rods in shuttles, and had several other novel features, including for program control.",Ireland,20,"“theory of computation”, “hardware”",https://upload.wikimedia.org/wikipedia/commons/0/0c/Percy_Ludgate.jpg,"Percy Edwin Ludgate was an Irish amateur scientist who is known for designing the second analytical engine, a general-purpose Turing-complete computer.",51.5559,-9.2621,,Percy Ludgate,17,https://en.wikipedia.org/wiki/Percy_Ludgate,1909
64a483d0af31172b76211859,"Made contributions to computer science with his work on mathematical logic (example: truth function). Introduced the notion of type theory. He also introduced type system (along with Alfred North Whitehead) in his work, Principia Mathematica.",Wales,20,“theory of computation”,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Bertrand_Russell_1957.jpg/220px-Bertrand_Russell_1957.jpg,"Bertrand Russell was a British philosopher, logician, mathematician, historian, writer, and political activist. He is best known for his work in mathematical logic and analytic philosophy, including his role in the development of modern logic and set theory.",51.7416,-2.7241,https://mathshistory.st-andrews.ac.uk/Biographies/Russell/,Bertrand Russell,18,https://en.wikipedia.org/wiki/Bertrand_Russell,1910
64a483d0af31172b7621185a,"In 1912, Leonardo Torres Quevedo built El Ajedrecista (the chess player), one of the first autonomous machines capable of playing chess. As opposed to the human-operated The Turk and Ajeeb, El Ajedrecista was a true automaton built to play chess without human guidance. It played an endgame with three chess pieces, automatically moving a white king and a rook to checkmate the black king moved by a human opponent. In his work Essays on Automatics, published in 1914, Torres Quevedo formulates what will be a new branch of engineering: automation and designed an electromechanical version of Babbage's Analytical machine which included floating-point arithmetic.",Spain,20,"“theory of computation”, “hardware”",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Quevedo_1917.jpg/220px-Quevedo_1917.jpg,"Leonardo Torres Quevedo was a Spanish civil engineer, computer scientist, and inventor. He developed the first chess-playing automaton and contributed to the field of modern automation with his inventions of new calculating machines that used electromechanical systems. His machines are considered to be the first digital calculators in history, using discrete variables to do calculations.",43.1665,4.042,,Leonardo Torres Quevedo,19,https://en.wikipedia.org/wiki/Leonardo_Torres_y_Quevedo,1912
64a483d0af31172b7621185b,"Patented the Eccles–Jordan trigger circuit,[23] the so-called ""bistable flip-flop"", a building block of all digital memory cells. Built from vacuum tubes, their concept was essential for the success of the Colossus codebreaking computer.",England,20,“hardware”,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/William_Eccles_%281925%29.jpg/220px-William_Eccles_%281925%29.jpg,"William Henry Eccles FRS (1875-1966) was a British physicist and pioneer in radio communication. He advocated for Heaviside's theory on radio wave reflection, invented the term ""Diode,"" and co-patented the flip-flop circuit. Eccles held prestigious positions and made significant contributions to the field of wireless communication and electronic circuit development.",54.109,-3.231364,,William Eccles,20,https://en.wikipedia.org/wiki/William_Eccles_(physicist),1918
64a483d0af31172b7621185c,"Patented the Eccles–Jordan trigger circuit,[23] the so-called ""bistable flip-flop"", a building block of all digital memory cells. Built from vacuum tubes, their concept was essential for the success of the Colossus codebreaking computer.",England,20,“hardware”,https://hackaday.com/wp-content/uploads/2018/06/im1917ybwt-eccles-e1528086217501.jpg,"Frank Wilfred Jordan (1881-1941) was a British physicist known for co-inventing the ""flip-flop"" circuit in 1918 alongside William Henry Eccles. This circuit became fundamental in electronic memory for computers. Jordan received his education at the Royal College of Science and worked as a lecturer in physics. The flip-flop circuit played a crucial role in storing binary data and became a cornerstone of computer technology.",51.2802,1.0789,,Frank Wilfred Jordan,21,https://en.wikipedia.org/wiki/F._W._Jordan,1918
64a483d0af31172b7621185d,"Developed the concept of the memex, a hypothetical machine that anticipated the World Wide Web, and proposed the idea of a collective knowledge base, inspiring future information retrieval and storage systems. His visionary work laid the foundation for modern hypertext and information science.",U.S.A,20,“theory of computation”,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Vannevar_Bush_portrait.jpg/220px-Vannevar_Bush_portrait.jpg,"Vannevar Bush, was an American engineer and inventor who made important contributions to the field of computing. He is most known for his development of the Differential Analyzer, an analog computer that was used to solve differential equations. Additionally, he wrote a seminal essay, ""As We May Think,"" which predicted many aspects of future technology, including hypertext, personal computers, the internet, and search engines. However, his contributions came later in the timeline of the development of computing technology, mainly in the mid-20th century.",42.4084,-71.0537,,Vannevar Bush,22,https://en.wikipedia.org/wiki/Vannevar_Bush,1930
64a483d0af31172b7621185e,"Proved that Peano arithmetic could not be both logically consistent and complete in first-order predicate calculus. Church, Kleene, and Turing developed the foundations of computation theory based on corollaries to Gödel's work.",Czech Republic,20,"“theory of computation”, “mathematics”",https://upload.wikimedia.org/wikipedia/commons/4/42/Kurt_g%C3%B6del.jpg,"Kurt Gödel (1906-1978) was an Austrian mathematician and logician. He is best known for his incompleteness theorems, which had a profound impact on the foundations of mathematics. Gödel's theorems demonstrated that within any formal system, there are true statements that cannot be proven within that system. His work revolutionized the field of mathematical logic and had far-reaching implications for computer science and philosophy. Gödel made significant contributions to the understanding of logic, set theory, and the philosophy of mathematics. His intellectual legacy continues to influence and inspire mathematicians and scientists to this day.",49.1951,16.6068,https://mathshistory.st-andrews.ac.uk/Biographies/Godel/,Kurt Gödel,23,https://en.wikipedia.org/wiki/Kurt_G%C3%B6del,1931
64a483d0af31172b7621185f,"Published a series of papers grounding as a separate area of mathematical research, setting the foundation for theoretical computer science.",Hungary,20,"“theory of computation”, “algorithms”",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/RozsaPeter.jpg/220px-RozsaPeter.jpg,"Rózsa Péter (1905-1977) was a Hungarian mathematician and logician. She made significant contributions to the field of recursive function theory and played a crucial role in the development of computer science. Péter was one of the pioneers of the concept of recursive functions, which are fundamental to computation theory. Her work on formal languages and automata theory also contributed to the advancement of theoretical computer science. Péter's research and publications had a lasting impact on the field, and she is considered one of the notable figures in the history of computer science in Hungary.",47.4979,19.0402,https://mathshistory.st-andrews.ac.uk/Biographies/Peter/,Rózsa Péter,24,https://en.wikipedia.org/wiki/R%C3%B3zsa_P%C3%A9ter,1932
64a483d0af31172b76211860,"NEC engineer introduced switching circuit theory in papers from 1934 to 1936, laying the foundations for digital circuit design, in digital computers and other areas of modern technology.",Japan,20,“hardware”,https://upload.wikimedia.org/wikipedia/en/f/f7/Akira_Nakashima.jpg,"Akira Nakashima (1908-1970) was a Japanese electrical engineer known for his significant contributions to switching circuit theory. He obtained a bachelor's degree in electrical engineering from the Imperial University of Tokyo. Nakashima's papers published between 1934 and 1936 laid the foundations for digital circuit design, which had a profound impact on the development of digital computers and modern technology. His work in switching circuit theory is considered comparable to the achievements of Claude Shannon, who presented similar ideas during the same period.",35.6895,139.6917,,Akira Nakashima ,25,https://en.wikipedia.org/wiki/Akira_Nakashima,1934
64a483d0af31172b76211861,"Made fundamental contributions to theoretical computer science, specifically in the development of computability theory in the form of lambda calculus. Independently of Alan Turing, formulated what is now known as the Church-Turing Thesis and proved that first-order logic is undecidable.",U.S.A,20,"“theory of computation”, “mathematics”",https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Alonzo_Church.jpg/220px-Alonzo_Church.jpg,"Alonzo Church (1903-1995) was an influential American mathematician and logician. His work in mathematical logic, particularly lambda calculus, laid the foundations for computation theory and functional programming. Church's contributions had a profound impact on computer science and the understanding of computability, influencing fields such as philosophy and artificial intelligence.",38.9072,-77.0369,https://mathshistory.st-andrews.ac.uk/Biographies/Church/,Alonzo Church,26,https://en.wikipedia.org/wiki/Alonzo_Church,1936
64a483d0af31172b76211862,Pioneered work with Alonzo Church on the Lambda Calculus that first laid down the foundations of computation theory.,U.S.A,20,"“theory of computation”, “mathematics”",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Kleene.jpg/220px-Kleene.jpg,"Stephen Cole Kleene (1909-1994) was an American mathematician and logician. He made significant contributions to the field of mathematical logic, particularly in the areas of recursion theory and computability. Kleene developed the concept of regular expressions and formalized the notion of recursive functions. His work played a crucial role in the development of theoretical computer science and laid the foundations for modern computability theory. Kleene's research and writings continue to be influential in the field to this day.",41.7658,-72.6734,https://mathshistory.st-andrews.ac.uk/Biographies/Kleene/,Stephen Cole Kleene,27,https://en.wikipedia.org/wiki/Stephen_Cole_Kleene,1936
64a483d0af31172b76211863,"Developed the Post machine as a model of computation, independently of Turing. Known also for developing truth tables, the Post correspondence problem used in recursion theory as well as proving what is known as Post's theorem.",Poland,20,"“theory of computation”, “mathematics”",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Emil_Leon_Post.jpg/220px-Emil_Leon_Post.jpg,"Emil Leon Post (1897-1954) was an influential American mathematician and logician. He made notable contributions to mathematical logic, recursion theory, and computer science. Post's work on the Post correspondence problem and formal systems has had a lasting impact on the understanding of computation and the foundations of computer science.",53.8472,22.9833,https://mathshistory.st-andrews.ac.uk/Biographies/Post/,Emil L. Post,28,https://en.wikipedia.org/wiki/Emil_Leon_Post,1936
64a483d0af31172b76211864,"Made several fundamental contributions to theoretical computer science, including the Turing machine computational model, the conceiving of the stored program concept and the designing of the high-speed ACE design. Independently of Alonzo Church, he formulated the Church-Turing thesis and proved that first-order logic is undecidable. He also explored the philosophical issues concerning artificial intelligence, proposing what is now known as Turing test.",England,20,"“theory of computation”, “hardware”, “algorithms”, “artificial intelligence”",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Alan_Turing_Aged_16.jpg/220px-Alan_Turing_Aged_16.jpg,"Alan Turing (1912-1954) was a British mathematician, logician, and computer scientist. He is known for his groundbreaking work in theoretical computer science and artificial intelligence. Turing's contributions to the field include the concept of a universal Turing machine and his role in breaking the Enigma code during World War II.",51.5299,0.186,https://mathshistory.st-andrews.ac.uk/Biographies/Turing/,Alan Turing,29,https://en.wikipedia.org/wiki/Alan_Turing,1936
64a483d0af31172b76211865,"Father of modern digital computing and remote job entry. Coined the term ""digital"". Discovered the reflected binary code known as Gray code. Excess-3 code is named after him as well (Stibitz code).",U.S.A,20,"“hardware”,”programming languages”",https://upload.wikimedia.org/wikipedia/en/thumb/4/46/George_Stibitz.jpg/220px-George_Stibitz.jpg,"George R. Stibitz (1904-1995) was an American mathematician and electrical engineer. He played a significant role in the early development of digital computing, creating the Complex Number Calculator and contributing to the Bell Labs Model I computer. Stibitz's work was instrumental in shaping the future of computing technology.",39.9626,-76.7277,,George R. Stibitz,30,https://en.wikipedia.org/wiki/George_Stibitz,1937
64a483d0af31172b76211866,"Widely recognized as the ""father of information theory."" Shannon's groundbreaking work, published in his influential paper ""A Mathematical Theory of Communication,"" established the foundation for modern information theory and laid the groundwork for digital communication and data compression. His concepts of entropy, channel capacity, and coding theory revolutionized the understanding and transmission of information. Shannon's work had a profound impact on various fields, including telecommunications, computer science, cryptography, and beyond. ",U.S.A,20,"“information theory”, ”cryptography”",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/ClaudeShannon_MFO3807.jpg/220px-ClaudeShannon_MFO3807.jpg,"Claude Shannon (1916-2001) was an influential American mathematician and electrical engineer known as the ""father of information theory."" His work in digital circuit design and information theory revolutionized the field and laid the foundations for modern telecommunications, cryptography, and computer science. Shannon's contributions continue to shape technology today.",45.3733,-84.9553,https://mathshistory.st-andrews.ac.uk/Biographies/Shannon/,Claude Shannon,31,https://en.wikipedia.org/wiki/Claude_Shannon,1937
64a483d0af31172b76211867,"Built the first digital freely programmable computer, the Z1. Built the first functional program-controlled computer, the Z3 in 1941. The Z3 already used what later became known as Reverse Polish Notation, and it was proven to be Turing-complete in 1998. Produced the world's first commercial computer, the Z4. Designed the first high-level programming language, Plankalkül.",Germany,20,"“hardware”,”programming languages”",https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Konrad_Zuse_%281992%29.jpg/220px-Konrad_Zuse_%281992%29.jpg,"Konrad Zuse (1910-1995) was a German engineer and computer scientist. He is credited with building the world's first fully functional program-controlled electromechanical computer, the Z3, in 1941. Zuse also developed the first high-level programming language, Plankalkül, and made significant contributions to the field of computer architecture and design.",52.52,13.405,https://mathshistory.st-andrews.ac.uk/Biographies/Zuse/,Konrad Zuse,32,https://en.wikipedia.org/wiki/Konrad_Zuse,1938
64a483d0af31172b76211868,"He is is credited with designing and building the first electronic digital computer. In the late 1930s, Atanasoff and his graduate student, Clifford Berry, developed the Atanasoff-Berry Computer (ABC), which used binary arithmetic and electronic switches to perform calculations. Although the ABC was not fully completed or widely recognized at the time, its design principles influenced subsequent computer development. Atanasoff's work made significant contributions to the advancement of computing technology.",U.S.A,20,“hardware”,https://upload.wikimedia.org/wikipedia/en/0/0b/John_Atanasov.gif,"John Vincent Atanasoff (1903-1995) was an American physicist and inventor known for his work on the Atanasoff-Berry Computer (ABC). The ABC was the first electronic digital computer, incorporating key elements of modern computing. Atanasoff's contributions were instrumental in the development of computer technology and laid the groundwork for subsequent advancements.",42.827,-75.5446,,John Atanasoff,33,https://en.wikipedia.org/wiki/John_Vincent_Atanasoff,1939
64a483d0af31172b76211869,"Designed and built the Mark I Colossus computer, the world's first programmable, digital, electronic, computing devices",England,20,"“hardware”,”cryptography”",https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Tommy_Flowers.jpg/220px-Tommy_Flowers.jpg,"Tommy Flowers (1905-1998) was a British engineer and computer scientist. He is best known for his work in designing and building Colossus, the world's first programmable electronic computer. Colossus played a crucial role in decrypting German codes during World War II. Flowers' innovative design and engineering skills were instrumental in the development of early computers and the advancement of computing technology.",51.5124,0.0088,,Tommy Flowers,34,https://en.wikipedia.org/wiki/Tommy_Flowers,1943
64a483d0af31172b7621186a,"Instigated the production of the Colossus computers at Bletchley Park. After the second world war he established the Computing Machine Laboratory at the University of Manchester where he created the project that built the world's first stored-program computer, the Manchester Baby.",England,20,"“hardware”,”cryptography”,“theory of computation”",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Max_Newman.jpg/220px-Max_Newman.jpg,"Max Newman (1897-1984) was a British mathematician and computer scientist. He played a key role in the development of early computers, leading the design of the Colossus computer at Bletchley Park during World War II. Newman's contributions to computer science continued post-war, including establishing the Computing Machine Laboratory at the University of Manchester.",51.4869,0.168,https://mathshistory.st-andrews.ac.uk/Biographies/Newman/,Max Newman,35,https://en.wikipedia.org/wiki/Max_Newman,1943
